name;rating;review_count;category;lat;lon;address;phone;category_source
Bubar;48;38;Wine Bars;4885398;236728;3 rue des Tournelles 75004 Paris France;+33 1 40 29 97 72;bars
Chez Marie;48;6;Bars;4887324;237062;219 rue Saint-Maur 75010 Paris France;+33 1 42 01 35 08;bars
The Cambridge Public House;48;11;Cocktail Bars, Pubs;4886144;236414;8 rue de Poitou 75003 Paris France;+33 1 43 36 86 60;bars
Bisou.;48;47;Cocktail Bars;48864068;2365836;15 boulevard du Temple 75003 Paris France;+33 1 40 27 82 85;bars
No Entry;48;14;Cocktail Bars, Speakeasies;4,88818E+14;2,33469E+14;20 bis rue de Douai 75009 Paris France;+33 6 67 24 99 25;bars
Le Bastide;48;8;Bars;4885385;237232;18 rue de Lappe 75011 Paris France;;bars
BlueBird;48;8;Cocktail Bars;4885133;23817;12 Rue Saint-Bernard 75011 Paris France;;bars
Isadora;50;4;Bars;48864047;2343663;60 rue Jean-Jacques Rousseau 75001 Paris France;+33 9 53 13 67 70;bars
Gatsby;47;43;Bars;4885501;230504;64 avenue Bosquet 75007 Paris France;+33 1 45 51 56 24;bars
Cave du 38 Riv';47;37;Jazz & Blues, Music Venues;4,88564E+14;2,35637E+14;38 rue de Rivoli 75004 Paris France;+33 1 48 87 56 30;bars
Resistance;47;18;Cocktail Bars, Lounges;4885807;235672;16 rue Sainte-Croix de la Bretonnerie 75004 Paris France;+33 1 43 48 14 88;bars
Les Ambassadeurs;47;14;Cocktail Bars, Champagne Bars;488673;232113;10 place de la Concorde 75008 Paris France;+33 1 44 71 15 80;bars
Le Vieux Chêne;47;12;Sports Bars;488423426;23498316;69 rue Mouffetard 75005 Paris France;+33 1 72 60 79 81;bars
Black Mad Crawler;47;6;Irish Pub;4886661;236946;140 bd Richard Lenoir 75011 Paris France;+33 1 82 07 04 06;bars
La Chich'Art;46;70;Hookah Bars;4884463;23108;6 boulevard Pasteur 75015 Paris France;+33 1 43 48 31 64;bars
Little Bastards;46;16;Cocktail Bars;48844424;2348823;5 rue Blainville 75005 Paris France;+33 1 43 54 28 33;bars
Le Café Laurent;46;19;Bars, Jazz & Blues, Cafes;4885476;233948;Hôtel d'Aubusson 33 rue Dauphine 75006 Paris France;+33 1 43 29 03 33;bars
Inside Bar;46;23;Cocktail Bars, Lounges;48848077;2388073;14 rue Claude Tillier 75012 Paris France;+33 1 43 48 09 04;bars
Le Calbar;46;106;Cocktail Bars;4884853;237564;82 rue de Charenton 75012 Paris France;+33 1 84 06 18 90;bars
Le Pré;45;11;Cocktail Bars, Beer Bar, Cafes;4885301;233514;4 rue du Four 75006 Paris France;+33 1 40 46 93 22;bars
Le Barav;45;200;Wine Bars;4886518;236319;6 rue Charles François Dupuis 75003 Paris France;+33 1 48 04 57 59;bars
Danico;45;27;Cocktail Bars;48867173;23393067;6 rue Vivienne 75002 Paris France;;bars
Verjus;45;22;Wine Bars, Tapas/Small Plates;4,88664E+14;2,33732E+14;47 rue Montpensier 75001 Paris France;+33 1 42 97 54 40;bars
Pili Pili;45;37;Cocktail Bars;4,8867E+13;2,37493E+14;70 rue Jean Pierre Timbaud 75011 Paris France;+33 6 62 08 53 58;bars
The Frog & Underground;45;52;Pubs, American, Brasseries;48871088;2343115;176 rue Montmartre 75002 Paris France;+33 1 44 82 04 72;bars
Les Pirates;45;22;Cocktail Bars;4,88655E+14;2,37663E+14;88 rue Oberkampf 75011 Paris France;+33 1 43 38 37 53;bars
The Quiet Man;44;18;Pubs;4886167;235735;5 rue Haudriettes 75003 Paris France;+33 1 48 04 02 77;bars
Ritz Bar;44;14;Bars;48868108;2328869;15 place Vendôme 75001 Paris France;+33 1 43 16 33 74;bars
Little Red Door;44;279;Cocktail Bars;4886378;23636;60 rue Charlot 75003 Paris France;+33 1 42 71 19 32;bars
Sherry Butt;44;98;Cocktail Bars, French;4885328;236409;20 rue Beautreillis 75004 Paris France;+33 9 83 38 47 80;bars
The Coq & Bulldog;44;8;Pubs;4,88817E+14;2,32834E+14;64 rue de Clichy 75009 Paris France;+33 9 82 40 56 36;bars
L'Avant Comptoir;44;724;Tapas Bars, Wine Bars;4885202;23388;3 carrefour de l'Odéon 75006 Paris France;+33 1 42 38 47 55;bars
Chez Papa Jazz Club;44;52;Jazz & Blues, French;488553886;23334401;3 rue Saint-Benoît 75006 Paris France;+33 1 42 86 99 63;bars
Bonvivant;44;36;Wine Bars;488475685;235201;7 rue des Ecoles 75005 Paris France;+33 1 43 26 51 34;bars
La Légende;43;9;Cocktail Bars, Beer Bar;4,88877E+13;2,3204E+13;100 rue Legendre 75017 Paris France;+33 7 70 27 48 97;bars
La Folie en Tête;43;35;Bars;4882754;234812;33 rue de la Butte aux Cailles 75013 Paris 13 France;+33 1 45 80 65 99;bars
WOS - Wide Open Space Bar;43;42;Pubs, Cocktail Bars;4884623;234296;184 rue Saint-Jacques 75005 Paris France;+33 1 43 54 30 48;bars
Bar 228;43;20;Lounges, Cocktail Bars;48865331;232813;228 rue de Rivoli 75001 Paris France;+33 1 44 58 10 66;bars
Bar Hemingway;43;104;Cocktail Bars;48868768;2327504;15 place Vendôme 75001 Paris France;+33 1 43 16 33 74;bars
Le Bar du Plaza Athénée;43;35;Lounges, Cocktail Bars;4,88663E+14;2,30425E+14;25 avenue Montaigne 75008 Paris France;+33 1 53 67 66 00;bars
Castor Club;43;37;Cocktail Bars;4885197;234236;14 rue Hautefeuille 75006 Paris France;+33 9 50 64 99 38;bars
The Brooklyn;43;23;Wine Bars, Cocktail Bars, French;4886137;23507;58 rue Quincampoix 75004 Paris France;+33 9 67 19 54 69;bars
Marlusse et Lapin;43;93;Bars;4888374;233675;14 rue Germain Pilon 75018 Paris France;+33 1 42 59 17 97;bars
Bar Joséphine;43;8;Lounges;4885121;232706;45 boulevard Raspail 75006 Paris France;;bars
Le Bar à Bulles;45;4;Champagne Bars;488732;233242;40 boulevard Haussmann Galerie Lafayette Haussmann 1er étage 75009 Paris France;+33 1 41 82 79 70;bars
Bar Nouveau;43;8;Cocktail Bars;488615355;2357554;5 Rue Des Haudriettes 75003 Paris France;;bars
Baby Doll;50;2;Cocktail Bars;4886981;233111;16 rue Daunou 75002 Paris France;+33 6 47 94 32 10;bars
Le Chanard;50;8;Wine Bars, Bistros, Cocktail Bars;488530299;236129;8 rue Saint-Paul 75004 Paris France;+33 1 48 04 75 89;bars
Golden Promise;50;10;Whiskey Bars;4886449;23491399;11 rue Tiquetonne 75002 Paris France;;bars
Nightflight;48;6;Cocktail Bars;4886619;234502;18 Rue Bachaumont 75002 Paris France;+33 1 81 66 47 00;bars
L'Ambre Bar;47;34;Cocktail Bars;488787095;22877119;29 rue Brunel 75017 Paris France;+33 1 45 74 11 04;bars
L'Alsacien;47;70;Beer Bar, Wine Bars, Alsatian;4,88582E+14;2,35043E+14;6 rue Saint-Bon 75004 Paris France;+33 1 42 77 64 22;bars
Frenchie Bar à Vins ;46;161;Wine Bars, Wine Tasting Room;488678119;23479551;6 rue du Nil 75002 Paris France;+33 1 40 39 96 19;bars
Lulu White;45;83;Cocktail Bars;4888165;233745;12 rue Frochot 75009 Paris France;;bars
Express 14;45;6;Pubs;4883544;232545;73 rue Daguerre 75014 Paris France;+33 1 43 35 45 39;bars
La Petite;45;6;Tapas/Small Plates, Beer Bar, Cocktail Bars;4,88443E+14;2,34995E+14;53 rue Lacépède 75005 Paris France;+33 1 43 37 88 37;bars
Le Mensch;45;8;Gay Bars;4886252;236223;34 rue Charlot 75003 Paris France;+33 9 53 53 38 84;bars
Bistro des Augustins;44;547;Bistros, Wine Bars;48854754;2342119;39 quai des Grands Augustins 75006 Paris France;+33 1 43 54 04 41;bars
Le Bar Botaniste;44;14;Lounges, Cocktail Bars;4,88641E+14;2,29379E+14;10 avenue Iéna 75116 Paris France;+33 1 53 67 19 98;bars
Le Dokhan's;44;19;Champagne Bars;4886636;228674;117 rue Lauriston 75116 Paris France;+33 1 53 65 66 99;bars
Le Syndicat;44;88;Cocktail Bars;4887187563;235379652;51 rue du Faubourg Saint-Denis 75010 Paris France;;bars
Chez Camille;43;23;Bars;4888552;23379;8 rue Ravignan 75018 Paris France;+33 1 42 57 75 62;bars
Café Universel;43;21;Jazz & Blues;488416782;234139;267 rue Saint-Jacques 75005 Paris France;+33 1 43 25 74 20;bars
Ober Mamma;43;353;Pizza, Italian, Cocktail Bars;4886446;237018;107 boulevard Richard Lenoir 75011 Paris France;+33 1 58 30 62 78;bars
Buckingham Bar;43;7;Cocktail Bars;4,88689E+14;2,33364E+14;32 rue Saint-Augustin 75002 Paris France;+33 1 42 65 93 77;bars
Scilicet;50;2;Bars;48857243;2346597;134 voie Georges Pompidou 75001 Paris France;+33 6 11 29 32 88;bars
Le Social Bar;45;4;Bars, Venues & Event Spaces;4,88417E+14;2,37541E+14;25 rue Villiot 75012 Paris France;+33 7 81 37 93 96;bars
Gentlemen 1919;42;13;Barbers, Cocktail Bars, Hair Salons;4,88709E+14;2,3115E+14;11 rue Jean Mermoz 75008 Paris France;+33 1 42 89 42 59;bars
Dirty Dick;42;285;Cocktail Bars, Lounges;4888153;233751;10 rue Frochot 75009 Paris France;+33 1 48 78 74 58;bars
Carpe Diem Café;42;171;French, Lounges, Cocktail Bars;488605269;23459065;21 rue des Halles 75001 Paris France;+33 1 42 21 02 01;bars
Le Black Dog;42;119;Bars, Argentine;4885943;234918;26 rue des Lombards 75004 Paris France;+33 1 42 71 22 27;bars
Le Chouff'bar;42;11;Bars;488429985;234866;16 rue du Pot de Fer 75005 Paris France;+33 1 45 35 90 23;bars
Ha'Penny Bridge;42;29;Irish Pub;4885784;230717;153 rue de Grenelle 75007 Paris France;+33 1 71 60 64 27;bars
Smoke;42;87;Bars, French;4884143;232664;29 rue Delambre 75014 Paris France;+33 1 43 20 61 73;bars
De Voltaire à Rousseau;47;3;Pubs, Bistros;488621712;23399601;4 rue Jean-Jacques Rousseau 75001 Paris France;+33 1 42 60 88 36;bars
Les Copains;47;3;Bars;488746099;235395;11 rue de Paradis 75010 Paris France;+33 9 52 94 17 60;bars
Solera;47;3;Cocktail Bars;4884029;234069;283 rue Saint-Jacques 75005 Paris France;+33 6 24 69 69 49;bars
La Manufacture;41;29;Bars, French, Brasseries;4,88334E+14;2,35405E+14;62 ave des Gobelins 75013 Paris France;+33 1 43 31 01 36;bars
Tiki Lounge;41;25;Lounges;4886822;237165;26 Bis Rue Fontaine Au Roi 75011 Paris France;+33 1 55 28 57 72;bars
Le Galway Irish Pub;41;53;Burgers, Irish Pub;488539085;23436466;13 quai des Grands Augustins 75006 Paris France;+33 1 43 29 64 50;bars
Moonshiner;41;97;Cocktail Bars;4885565;237119;5 rue Sedaine 75011 Paris France;+33 9 50 73 12 99;bars
Lavomatic;41;84;Cocktail Bars, Tapas/Small Plates, Wine Bars;4,88685E+14;2,362E+14;30 rue René Boulanger 75010 Paris France;;bars
KIEZ Biergarten;41;48;German, Beer Bar, Beer Gardens;4,88936E+14;2,33334E+14;24 rue Vauvenargues 75018 Paris France;+33 6 25 67 63 40;bars
Proibido;41;51;Bars, Tapas Bars;4888659;23357199;34 rue Durantin 75018 Paris France;+33 1 42 23 97 05;bars
Experimental Cocktail Club;41;212;Cocktail Bars;48866064;2348259;37 rue Saint-Sauveur 75002 Paris France;+33 1 45 08 88 09;bars
Stolly's;41;40;Pubs;4885639;235733;16 rue Cloche-Perce 75004 Paris France;+33 1 42 76 06 76;bars
Caveau de la Huchette;41;108;Jazz & Blues;4,88528E+14;2,34625E+14;5 rue de la Huchette 75005 Paris France;+33 1 43 26 65 05;bars
Le Piano Vache;41;85;Bars, Music Venues;4884729;23477199;8 rue Laplace 75005 Paris France;+33 1 46 33 75 03;bars
Lipstick;41;16;Cocktail Bars;488814544;23373631;5 rue Frochot 75009 Paris France;+33 6 14 40 82 02;bars
Pop In;41;67;Bars, Music Venues;4886156;236763;105 Rue Amelot 75011 Paris France;+33 1 48 05 56 11;bars
Prescription Cocktail Club;41;152;Cocktail Bars;4,8855E+13;2,33792E+13;23 rue Mazarine 75006 Paris France;+33 9 50 35 72 87;bars
Chez Georges;40;101;Wine Bars, Bistros;48852216;2333847;11 rue des Cannettes 75006 Paris France;+33 1 43 26 79 15;bars
Le Cavern;40;73;Dance Clubs, Bars, Music Venues;4885533;233982;21 rue Dauphine 75006 Paris France;+33 1 43 54 53 82;bars
10 Bar;40;68;Bars;4885105;233859;10 rue de l'Odéon 75006 Paris France;+33 1 43 26 66 83;bars
Barapapa;40;8;Bars;48841962;2371295;11 Port de la Rapée 75012 Paris France;;bars
Zéro Zéro;40;40;Cocktail Bars;4886047;2367768;89 rue Amelot 75011 Paris France;+33 1 49 23 51 00;bars
Potion and Co;50;1;Escape Games, Cocktail Bars;4,88613E+14;2,34302E+14;99 rue Saint-Honoré 75001 Paris France;+33 1 83 64 18 14;bars
Le Colisée;50;6;French, Dance Clubs;4887079;2308084;17 rue du Colisée 75008 Paris France;+33 6 09 78 53 34;nightlife
Arbane;49;19;Cocktail Bars, Dance Clubs;4885564;233835;10 rue Guénégaud 75006 Paris France;+33 1 44 07 32 43;nightlife
Hoppy Corner;49;24;Beer Bar;488677599;234744;34 rue des Petits Carreaux 75002 Paris France;+33 9 83 06 90 39;nightlife
Little Big Bear;48;13;Beer Bar, Pubs;4884957;234021;45 rue Monsieur le Prince 75006 Paris France;+33 1 43 26 45 69;nightlife
No Entry;48;14;Cocktail Bars, Speakeasies;4,88818E+14;2,33469E+14;20 bis rue de Douai 75009 Paris France;+33 6 67 24 99 25;nightlife
Gatsby;47;43;Bars;4885501;230504;64 avenue Bosquet 75007 Paris France;+33 1 45 51 56 24;nightlife
Cave du 38 Riv';47;37;Jazz & Blues, Music Venues;4,88564E+14;2,35637E+14;38 rue de Rivoli 75004 Paris France;+33 1 48 87 56 30;nightlife
Resistance;47;18;Cocktail Bars, Lounges;4885807;235672;16 rue Sainte-Croix de la Bretonnerie 75004 Paris France;+33 1 43 48 14 88;nightlife
Les Ambassadeurs;47;14;Cocktail Bars, Champagne Bars;488673;232113;10 place de la Concorde 75008 Paris France;+33 1 44 71 15 80;nightlife
L'Alsacien;47;70;Beer Bar, Wine Bars, Alsatian;4,88582E+14;2,35043E+14;6 rue Saint-Bon 75004 Paris France;+33 1 42 77 64 22;nightlife
Le Vieux Chêne;47;12;Sports Bars;488423426;23498316;69 rue Mouffetard 75005 Paris France;+33 1 72 60 79 81;nightlife
La Chich'Art;46;70;Hookah Bars;4884463;23108;6 boulevard Pasteur 75015 Paris France;+33 1 43 48 31 64;nightlife
Little Bastards;46;16;Cocktail Bars;48844424;2348823;5 rue Blainville 75005 Paris France;+33 1 43 54 28 33;nightlife
Le Café Laurent;46;19;Bars, Jazz & Blues, Cafes;4885476;233948;Hôtel d'Aubusson 33 rue Dauphine 75006 Paris France;+33 1 43 29 03 33;nightlife
Le Calbar;46;106;Cocktail Bars;4884853;237564;82 rue de Charenton 75012 Paris France;+33 1 84 06 18 90;nightlife
Danico;45;27;Cocktail Bars;48867173;23393067;6 rue Vivienne 75002 Paris France;;nightlife
Pili Pili;45;37;Cocktail Bars;4,8867E+13;2,37493E+14;70 rue Jean Pierre Timbaud 75011 Paris France;+33 6 62 08 53 58;nightlife
Les Pirates;45;22;Cocktail Bars;4,88655E+14;2,37663E+14;88 rue Oberkampf 75011 Paris France;+33 1 43 38 37 53;nightlife
The Quiet Man;44;18;Pubs;4886167;235735;5 rue Haudriettes 75003 Paris France;+33 1 48 04 02 77;nightlife
Little Red Door;44;279;Cocktail Bars;4886378;23636;60 rue Charlot 75003 Paris France;+33 1 42 71 19 32;nightlife
Sherry Butt;44;98;Cocktail Bars, French;4885328;236409;20 rue Beautreillis 75004 Paris France;+33 9 83 38 47 80;nightlife
L'Avant Comptoir;44;724;Tapas Bars, Wine Bars;4885202;23388;3 carrefour de l'Odéon 75006 Paris France;+33 1 42 38 47 55;nightlife
Chez Papa Jazz Club;44;52;Jazz & Blues, French;488553886;23334401;3 rue Saint-Benoît 75006 Paris France;+33 1 42 86 99 63;nightlife
La Folie en Tête;43;35;Bars;4882754;234812;33 rue de la Butte aux Cailles 75013 Paris 13 France;+33 1 45 80 65 99;nightlife
Shake n' Smash;43;36;Cocktail Bars;48866808;2361149;87 rue de Turbigo 75003 Paris France;+33 1 42 72 30 76;nightlife
Bar 228;43;20;Lounges, Cocktail Bars;48865331;232813;228 rue de Rivoli 75001 Paris France;+33 1 44 58 10 66;nightlife
Bar Hemingway;43;104;Cocktail Bars;48868768;2327504;15 place Vendôme 75001 Paris France;+33 1 43 16 33 74;nightlife
Le Bar du Plaza Athénée;43;35;Lounges, Cocktail Bars;4,88663E+14;2,30425E+14;25 avenue Montaigne 75008 Paris France;+33 1 53 67 66 00;nightlife
Castor Club;43;37;Cocktail Bars;4885197;234236;14 rue Hautefeuille 75006 Paris France;+33 9 50 64 99 38;nightlife
The Brooklyn;43;23;Wine Bars, Cocktail Bars, French;4886137;23507;58 rue Quincampoix 75004 Paris France;+33 9 67 19 54 69;nightlife
Marlusse et Lapin;43;93;Bars;4888374;233675;14 rue Germain Pilon 75018 Paris France;+33 1 42 59 17 97;nightlife
Baby Doll;50;2;Cocktail Bars;4886981;233111;16 rue Daunou 75002 Paris France;+33 6 47 94 32 10;nightlife
Dirty Dick;42;285;Cocktail Bars, Lounges;4888153;233751;10 rue Frochot 75009 Paris France;+33 1 48 78 74 58;nightlife
Ice Kube;42;33;Cocktail Bars, Lounges;48887466;2358853;1-5 passage Ruelle 75018 Paris France;+33 1 42 05 20 00;nightlife
Carpe Diem Café;42;171;French, Lounges, Cocktail Bars;488605269;23459065;21 rue des Halles 75001 Paris France;+33 1 42 21 02 01;nightlife
Le Black Dog;42;119;Bars, Argentine;4885943;234918;26 rue des Lombards 75004 Paris France;+33 1 42 71 22 27;nightlife
Smoke;42;87;Bars, French;4884143;232664;29 rue Delambre 75014 Paris France;+33 1 43 20 61 73;nightlife
Tiki Lounge;41;25;Lounges;4886822;237165;26 Bis Rue Fontaine Au Roi 75011 Paris France;+33 1 55 28 57 72;nightlife
Moonshiner;41;97;Cocktail Bars;4885565;237119;5 rue Sedaine 75011 Paris France;+33 9 50 73 12 99;nightlife
Experimental Cocktail Club;41;212;Cocktail Bars;48866064;2348259;37 rue Saint-Sauveur 75002 Paris France;+33 1 45 08 88 09;nightlife
Stolly's;41;40;Pubs;4885639;235733;16 rue Cloche-Perce 75004 Paris France;+33 1 42 76 06 76;nightlife
Caveau de la Huchette;41;108;Jazz & Blues;4,88528E+14;2,34625E+14;5 rue de la Huchette 75005 Paris France;+33 1 43 26 65 05;nightlife
Le Piano Vache;41;85;Bars, Music Venues;4884729;23477199;8 rue Laplace 75005 Paris France;+33 1 46 33 75 03;nightlife
Lipstick;41;16;Cocktail Bars;488814544;23373631;5 rue Frochot 75009 Paris France;+33 6 14 40 82 02;nightlife
Pop In;41;67;Bars, Music Venues;4886156;236763;105 Rue Amelot 75011 Paris France;+33 1 48 05 56 11;nightlife
Prescription Cocktail Club;41;152;Cocktail Bars;4,8855E+13;2,33792E+13;23 rue Mazarine 75006 Paris France;+33 9 50 35 72 87;nightlife
Chez Georges;40;101;Wine Bars, Bistros;48852216;2333847;11 rue des Cannettes 75006 Paris France;+33 1 43 26 79 15;nightlife
Le Cavern;40;73;Dance Clubs, Bars, Music Venues;4885533;233982;21 rue Dauphine 75006 Paris France;+33 1 43 54 53 82;nightlife
Supersonic;40;6;Dance Clubs, Bars, Music Venues;4885025;236971;9 rue Biscornet 75012 Paris France;+33 1 46 28 12 90;nightlife
Zéro Zéro;40;40;Cocktail Bars;4886047;2367768;89 rue Amelot 75011 Paris France;+33 1 49 23 51 00;nightlife
Nightflight;48;6;Cocktail Bars;4886619;234502;18 Rue Bachaumont 75002 Paris France;+33 1 81 66 47 00;nightlife
Le Bastide;48;8;Bars;4885385;237232;18 rue de Lappe 75011 Paris France;;nightlife
Black Mad Crawler;47;6;Irish Pub;4886661;236946;140 bd Richard Lenoir 75011 Paris France;+33 1 82 07 04 06;nightlife
Bar à Champagne de la Tour Eiffel;46;14;Champagne Bars;4,88564E+13;2,29783E+14;5 avenue Anatole France 3ème étage 75007 Paris France;;nightlife
Alchimie;46;20;Hookah Bars;4883705855;232145061;20 rue de l'Ouest 75014 Paris France;+33 1 45 38 91 52;nightlife
Le Pré;45;11;Cocktail Bars, Beer Bar, Cafes;4885301;233514;4 rue du Four 75006 Paris France;+33 1 40 46 93 22;nightlife
Lulu White;45;83;Cocktail Bars;4888165;233745;12 rue Frochot 75009 Paris France;;nightlife
Le Barav;45;200;Wine Bars;4886518;236319;6 rue Charles François Dupuis 75003 Paris France;+33 1 48 04 57 59;nightlife
Les Papilles;45;274;Wine Bars, Bistros;4884461;234174;30 rue Gay-Lussac 75005 Paris France;+33 1 43 25 20 79;nightlife
Le Dude;44;23;Cocktail Bars;4887336;237076;214 rue Saint Maur 75010 Paris France;+33 9 73 54 27 14;nightlife
Le Dokhan's;44;19;Champagne Bars;4886636;228674;117 rue Lauriston 75116 Paris France;+33 1 53 65 66 99;nightlife
La Médina;44;5;Lounges, Hookah Bars;4886198;235103;72 rue Quincampoix 75003 Paris France;+33 6 49 33 48 93;nightlife
Le Braque;44;5;Cocktail Bars, French;48861148;2356231;11 rue de Braque 75003 Paris France;+33 1 40 27 86 63;nightlife
BAM Karaoke Box Richer;44;20;Cocktail Bars, Karaoke;4887409;234515;30 rue Richer 75009 Paris France;+33 1 48 00 94 65;nightlife
Chez Camille;43;23;Bars;4888552;23379;8 rue Ravignan 75018 Paris France;+33 1 42 57 75 62;nightlife
Café Universel;43;21;Jazz & Blues;488416782;234139;267 rue Saint-Jacques 75005 Paris France;+33 1 43 25 74 20;nightlife
WOS - Wide Open Space Bar;43;42;Pubs, Cocktail Bars;4884623;234296;184 rue Saint-Jacques 75005 Paris France;+33 1 43 54 30 48;nightlife
Ober Mamma;43;353;Pizza, Italian, Cocktail Bars;4886446;237018;107 boulevard Richard Lenoir 75011 Paris France;+33 1 58 30 62 78;nightlife
Bar Joséphine;43;8;Lounges;4885121;232706;45 boulevard Raspail 75006 Paris France;;nightlife
Baton Rouge Pigalle;42;42;Cocktail Bars, Tapas/Small Plates;488802;233551;62 rue Notre Dame de Lorette 75009 Paris France;+33 6 52 90 36 42;nightlife
La Suite;42;6;Music Venues;48834;23449399;27 rue de la Glacière 75013 Paris France;;nightlife
La Manufacture;41;29;Bars, French, Brasseries;4,88334E+14;2,35405E+14;62 ave des Gobelins 75013 Paris France;+33 1 43 31 01 36;nightlife
Le Mary Céleste;41;159;Tapas/Small Plates, Cocktail Bars;4,88617E+14;2,36506E+14;1 rue Commines 75003 Paris France;+33 1 23 45 67 89;nightlife
Cabaret Sauvage;41;52;Cabaret, Music Venues;48895415;2392187;Parc de la Villette 211 avenue Jean Jaures 75019 Paris France;+33 1 42 09 03 09;nightlife
10 Bar;40;68;Bars;4885105;233859;10 rue de l'Odéon 75006 Paris France;+33 1 43 26 66 83;nightlife
Aux Trois Mailletz;40;72;French, Cabaret, Piano Bars;48852597;2346612;56 rue Galande 75005 Paris France;+33 1 43 54 00 79;nightlife
The Highlander;40;68;Pubs;4885598;233977;8 rue de Nevers 75006 Paris France;+33 6 07 55 46 85;nightlife
Le Crocodile;40;93;Cocktail Bars;4884574;234214;6 rue Royer Collard 75005 Paris France;+33 1 71 93 49 68;nightlife
La Mécanique Ondulatoire;40;45;Bars, Music Venues;4,88535E+13;2,37461E+12;8 passage Thiéré 75011 Paris France;+33 1 43 55 69 14;nightlife
The Mazet;39;38;Pubs;4885358696;233878877;61 rue Saint André des Arts 75006 Paris France;+33 1 42 03 40 95;nightlife
L'International;39;81;Music Venues, Bars, Dance Clubs;48866812;23798665;5-7 rue Moret 75011 Paris France;+33 9 80 53 76 41;nightlife
Aux Folies;39;44;Bars;48872288;2378046;8 rue de Belleville 75020 Paris France;+33 6 14 17 91 33;nightlife
Les Furieux;39;52;Bars;488558916;23752489;74 rue Roquette 75011 Paris France;+33 1 47 00 78 44;nightlife
Lounge Bar View Rooftop;39;16;Lounges, Cocktail Bars;488399614;23030077;257 rue de Vaugirard 75015 Paris France;+33 1 40 45 12 90;nightlife
The Long Hop;39;79;Pubs, Sports Bars, Music Venues;4885052;234899;25/27 rue Frédéric Sauton 75005 Paris France;+33 1 43 29 40 54;nightlife
Les Ecuries;39;7;Lounges, Cocktail Bars, Tapas Bars;488660393;23460701;8 rue Bachaumont 75002 Paris France;+33 1 40 26 80 06;nightlife
Candelaria;39;363;Mexican, Speakeasies;48862981;2364033;52 rue de Saintonge 75003 Paris France;+33 1 42 74 41 28;nightlife
Le P'tit Garage;38;29;Bars;4886708;23751;63 rue Jean-Pierre Timbaud 75011 Paris France;+33 1 48 07 08 12;nightlife
Little Temple Bar;38;23;Pubs, Sports Bars, Beer Bar;48852262;23344837;12 rue Princesse 75006 Paris France;+33 1 42 38 36 49;nightlife
Some Girls;38;11;Pubs;4885323;237376;43 rue de Lappe 75011 Paris France;;nightlife
The Moose;38;241;Restaurants, Sports Bars;488518;23377;16 rue des Quatre Vents 75006 Paris France;+33 1 46 33 77 00;nightlife
Le Comptoir Général;38;235;Venues & Event Spaces, Cocktail Bars;4887215;236502;80 quai de Jemmapes 75010 Paris France;+33 1 44 88 24 48;nightlife
Le 43 Up On The Roof;38;32;Lounges, Cocktail Bars, Wine Bars;4885267407;23422645;4 rue Danton 75006 Paris France;+33 1 81 69 00 60;nightlife
Le Caveau des Oubliettes;38;45;Jazz & Blues, Bars, Music Venues;4885204;23466;52 Rue Galande 75005 Paris France;+33 1 46 34 23 09;nightlife
Le Bar à Ciel ouvert by Krug;45;2;Bars;4886377;229322;10 avenue d'Iéna 75116 Paris France;+33 1 53 67 19 98;nightlife
Café Voulez-Vous;38;32;Bars, Brasseries;48858519;2353491;18 rue du Temple 75004 Paris France;+33 1 83 62 22 20;nightlife
Harry's New York Bar;37;183;Piano Bars;4,8869E+13;2,33207E+13;5 rue Daunou 75002 Paris France;+33 1 42 61 71 14;nightlife
Ballroom;37;66;Cocktail Bars;4886396;234351;58 rue Jean Jacques Rousseau 75001 Paris France;+33 9 52 52 89 34;nightlife
Les Caves Saint-Sabin;37;26;Dance Clubs;4885861;23691;50 rue Saint Sabin 75011 Paris France;+33 1 40 21 00 13;nightlife
Le Baiser Salé;37;58;Jazz & Blues;48859868;2347759;58 rue des Lombards 75001 Paris France;+33 1 42 33 37 71;nightlife
La Galerie Dior;50;29;Museums, Art Tours, Fashion;4886653;230697;11 Rue François 1er 75008 Paris France;;museums
Memorial de la Shoah;47;23;Museums;4885481;23564;17 rue Geoffroy l'Asnier 75004 Paris France;+33 1 42 77 44 72;museums
Orangerie du jardin du Luxembourg;47;7;Museums;4884704;2332424;5 Rue Guynemer 75006 Paris France;+33 1 42 34 33 99;museums
Musée d’Orsay;46;985;Museums;4,88604E+14;2,32502E+14;1 rue de la Légion d'Honneur 75007 Paris France;+33 1 40 49 48 14;museums
Musée de l’Orangerie;46;250;Museums;48863791;2322667;Place de la Concorde Jardin des Tuileries 75001 Paris France;+33 1 44 77 80 07;museums
Opéra National de Paris - Palais Garnier;46;276;Landmarks & Historical Buildings, Opera & Ballet;488719444;23316667;8 rue Scribe 75009 Paris France;+33 1 71 25 24 23;museums
La Tour Eiffel;46;2156;Landmarks & Historical Buildings;48858368;2,29448E+14;5 avenue Anatole France Champ de Mars 75007 Paris France;+33 892 70 12 39;museums
Musée Marmottan Monet;46;75;Museums;488591399;226755;2 rue Louis Boilly 75016 Paris France;+33 1 44 96 50 33;museums
Musée des Arts Forains - Les Pavillons de Bercy;46;43;Museums;4883243508;23890405;53 avenue des Terroirs de France 75012 Paris France;+33 1 43 40 16 22;museums
